"Id","Date","Time","Question","Details","Answer","Notes","Entered By","Format","Research","Borrow Return","Technology","Administrative","Other","Ticket #"
"o34301559","2021-01-26","16:50","Please forward this book recommendation to subject librarians. Thank you.Philosophy in Hamlet - essential readingSubject: Book RecommendationAuthor: J","","carlina_poje@yahoo.com: Please forward this book recommendation to subject librarians. Thank you.<br />
<br />
Philosophy in Hamlet - essential reading<br />
Subject: Book Recommendation<br />
Author: Jasminka Maric<br />
Title: Philosophy in Hamlet <br />
ISBN: 978-86-900802-0-5<br />
Publisher: Alfa BK University/author<br />
Date of publication: 12/28/2018<br />
<br />
<br />
https://www.amazon.com/Philosophy-Hamlet-Jasminka-D-Maric/dp/8690080201/ref=sr_1_1?keywords=jasminka+maric&amp;qid=1552505849&amp;s=books&amp;sr=1-1-spell<br />
<br />
https://www.amazon.com/Filozofija-u-Hamletu-Philosophy-Hamlet/dp/8664610010/ref=sr_1_2?keywords=jasminka+maric&amp;qid=1552505794&amp;s=books&amp;sr=1-2-spell<br />
This is a brand new book with fresh, original, groundbreaking ideas. The book represents a significant and unique treatment of the most famous Shakespeare’s tragedy. It is essential for the students of Shakespeare, English literature, philosophy, aesthetics, theatre, performing arts…<br />
<br />
On the basis of the study of Hamlet by Lev S. Vygotsky, the book Philosophy in ‘Hamlet’ points out the philosophical problems set in Shakespeare’s enigmatic tragedy: the problem of being, the problem of the nature of reality, or another reality and another world, the problem of the transcendent, as well as the problem of time which is associated with a four-dimensional perception of reality, feelings of absurdity and meaning, then the problem of the supernatural, idem est the metaphysical, and the philosophy expressed in the tragedy of Hamlet.<br />
Please forward this book recommendation to subject librarians. Thank you.","","Evelyn Blount","LibChat","","","","","Buy Book/Add to Collection",""
"o34301973","2021-01-26","17:06","printing","","","","David Rachlin","In Person","","","Printers","","",""
"o34303334","2021-01-26","17:59","stapler","","","","David Rachlin","In Person","","","","Office Supplies","",""
"o34303335","2021-01-26","17:59","","","","","David Rachlin","In Person","","","","Office Supplies","",""
"o34303483","2021-01-26","18:06","I’ve emailed circ@aggies.ncat.edu for chapters for reserved books but they did not respond","","Ty: I’ve emailed circ@aggies.ncat.edu for chapters for reserved books but they did not respond<br />
Hello I’ve emailed circ@aggies.ncat.edu for chapters for reserved books but they did not respond<br />
E.F. Moore: Let me try to find their phone number.<br />
Ty: Okay<br />
E.F. Moore: You can call 336-285-4185 and ask to be transferred to access services.<br />
Ty: Okay thank you and do you know how to access the digital mymathlab Pearson book after it is purchased from the book store<br />
E.F. Moore: No I do not. Seems like instructions would be with the book.  You may have to contact bookstore or your instructor.<br />
Ty: Okay<br />
E.F. Moore: Goodbye.<br />
Ty: Bye","","E.F. Moore","LibChat","Find Article","","","","",""
"o34303694","2021-01-26","18:17","hole punch?","","","","David Rachlin","In Person","","","","Office Supplies","",""
"o34304174","2021-01-26","18:47","hours?","","","","David Rachlin","Telephone","","","","Hours of Operation","",""
"o34304305","2021-01-26","18:57","What are some facts about North Carolina A&amp;T State University","","Breanna: What are some facts about North Carolina A&amp;T State University<br />
E.F. Moore: Here is the link for North Carolina A&amp;T history.<br />
http://www.library.ncat.edu/resources/archives/<br />
Breanna: Can you show me some facts about North Carolina University in 2021<br />
E.F. Moore: I do not understand your question.  What are you thinking about for example.<br />
Breanna: I’m talking about like can you show me some facts about the school today<br />
E.F. Moore: What kind of facts?<br />
Breanna: History of the school<br />
E.F. Moore: here is the archive link, you can read about it.  http://www.library.ncat.edu/resources/archives/<br />
Breanna: Thx<br />
E.F. Moore: Goodbye.<br />
Breanna: goodbye","","E.F. Moore","LibChat","Archives/Yearbook","","","","",""
"o34304347","2021-01-26","18:59","Hi person","","Breanna: Hi person<br />
E.F. Moore: Hello<br />
Breanna: I was just talking to you<br />
E.F. Moore: Yes<br />
Breanna: Okay<br />
I want to tell you to have a good night and God bless you<br />
E.F. Moore: Thanks, same wishes for you.","","E.F. Moore","LibChat","","","","","Other Information",""
"o34306819","2021-01-26","19:00","Link for Ron McNair Day","","Forwarded request to Chantal Fleming","","Lee Love","E-Mail","","","","","Other Information",""
"o34304409","2021-01-26","19:03","Can you show me some history about pizza rolls","","Jason: Can you show me some history about pizza rolls<br />
E.F. Moore: Maybe you should check google?<br />
Jason: Okay thx<br />
E.F. Moore: Goodbye.<br />
Jason: byeeeeeee","","E.F. Moore","LibChat","","","","","SPAM",""
"o34304455","2021-01-26","19:07","I need to know a question about Tuskegee University and I wanted to see when was it found it and the history behind the school and the history behind","","Ace: I need to know a question about Tuskegee University and I wanted to see when was it found it and the history behind the school and the history behind the principal of the school<br />
I submitted my question<br />
E.F. Moore: You should probably check their website.  It's  probably Tuskegee.edu<br />
Ace: OK thank you<br />
E.F. Moore: Goodbye","","E.F. Moore","LibChat","","","","","Other Information",""
"o34305673","2021-01-26","21:36","hello! can you tell me where the timeline powerpoint is located?","","ericka: hello! can you tell me where the timeline powerpoint is located?<br />
Anna White: Hi Ericka, I'm not sure what you mean, can you explain what timeline powerpoint you are referring to?<br />
ericka: I believe it's a timeline of the university<br />
Anna White: I'll see what I can find, give me just a moment<br />
Hey Ericka, I wasn't able to locate a university timeline powerpoint online, but I can check with my coworkers to see if they know what you mean.  Was there a professor who told you the library had access to that? <br />
ericka: no worries, thank you","","Anna White","LibChat","","","","","Other Information",""
"o34308381","2021-01-27","10:37","","","","","E.F. Moore","Telephone","","","Printers","","",""
"o34308477","2021-01-27","10:42","","","","","E.F. Moore","In Person","","","Printers","","",""
"o34309142","2021-01-27","11:13","1.) Does the library offer movies2.) Can the library access a particular movie for my class?","","Patricia Bethea Whitfield: 1.) Does the library offer movies<br />
2.) Can the library access a particular movie for my class?<br />
David Rachlin: Hello Patricia.<br />
I'd be happy to help you.'<br />
We do have access to quite a few films.<br />
Which one in particular are you thinking of?<br />
Patricia Bethea Whitfield: I have two needs:<br />
1.) to see a list of available movies to see if there is one that fits my needs and<br />
2.)  I need to know if you have or can access Rachel Getting Married for the Advanced Marriage and Family Counseling Class<br />
David Rachlin: Ok.  Let me see what I can find for you.<br />
I don't believe that I can generate a list of all our film holdings. There would be far too many to just read through.<br />
I will look to see if we have access to Rachel Getting Married.<br />
If you could tell me a bit more about what your needs for a film are, I'd be happy to help you locate an appropriate one.<br />
Patricia Bethea Whitfield: How can I see what is available.  I tried advanced search but it was a st of materials about movies.  I need movies with the idea that I have the class all watch the same one or two through the library if possible<br />
I am looking for movies with some complexity of character like Antwone Fisher but not necessarily thhat movie that students can use to do a case conceptualization.  This is a mental health counseling advanced class.<br />
David Rachlin: I see.<br />
I see a few options that may be helpful.<br />
One is to search in the catalog and narrow by DVD video.<br />
Let me see if I can come up with a search that works and send you a link.<br />
Patricia Bethea Whitfield: Thank you<br />
David Rachlin: https://ncat.on.worldcat.org/search?sortKey=LIBRARY&amp;databaseList=&amp;queryString=%28x0%3Avideo+%2B+x4%3Advd%29&amp;changedFacet=scope&amp;overrideStickyFacetDefault=&amp;selectSortKey=LIBRARY&amp;overrideGroupVariant=&amp;overrideGroupVariantValue=&amp;scope=sz%3A31512&amp;format=all&amp;year=all&amp;yearFrom=&amp;yearTo=&amp;author=all&amp;topic=all&amp;database=all&amp;language=all<br />
That will show you a listing of all our DVD movies.<br />
There are over 1,100 of them though, so I'm not sure that's the best option.<br />
Patricia Bethea Whitfield: THat's ok.  This is a good start.  I am hopeful that I can fnd several that will work and be able to tell students how to access them at no cost through the library.  Thanks.<br />
David Rachlin: Another option would be to use Kanopy.<br />
Kanopy is a film streaming service that would allow students to watch movies from their homes.<br />
It's available from the Public Library..<br />
We don't have a subscription to that because it's not really an academic resource.<br />
www.kanopy.com<br />
Anybody can register using their public library card.<br />
Greensboro public has a subscription, and I'm sure other public libraries in NC do as well.<br />
Patricia Bethea Whitfield: I did not know about Kanopy.  I hope we will get it too because movies can be good teaching tools because they are well developed ""life stories"" with ""plots"" with which students can practice case conceptualization.  I hope we will get it too:)  David these are great suggestions.  I will check out our offerings first.  Thanks<br />
David Rachlin: You're welcome.  If you have additional questions, I would recommend you email the head of our Access Services department, Octavious Spruill odspruill@ncat.edu.<br />
Patricia Bethea Whitfield: Can you order a movie if we do not have it?<br />
David Rachlin: We may be able to order a movie through Interlibrary Loan, or you could request the purchase of a film.  Octavious would be the best person to ask about that.<br />
Patricia Bethea Whitfield: ok.  Thanks again.  Have a great day.  this was a great experience.<br />
David Rachlin: Thank you too!  Have a great day!","","David Rachlin","LibChat","","Borrow DVD","","","",""
"o34309231","2021-01-27","11:16","","","","","Aaron James","In Person","","","Computer Logon/off","","",""
